city,street,segment_id,point_id,distance_m,lon,lat,heading_road,heading_sidewalk_right,heading_sidewalk_left,image_file,image_path,gsv_status,gsv_url_sidewalk,abs_image_path,building_frac,sky_frac,road_frac,tree_frac,grass_frac,sidewalk_frac,seg_vis_file,seg_vis_path,seg_features_text,sidewalk_quality_and_walkability_score,greenery_score,building_enclosure_score,Comfort_and_perceived_safety_score,total_score,gpt_comment
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,31,7750,-75.17836059,39.952646650239885,98.77593363683876,188.7759336368388,8.775933636838772,idx0111_seg0_pt31_h189.jpg,gsv_sidewalk_250m\idx0111_seg0_pt31_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.952646650239885,-75.17836058557316&heading=188.7759336368388",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0111_seg0_pt31_h189.jpg,0.535097656,0.016481934,0,0.010546875,0,0.36861084,seg_idx0111_seg0_pt31_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0111_seg0_pt31_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 53.5% building facades, 0.0% roadway, 36.9% sidewalks, 1.1% trees, 0.0% grass, and 1.6% sky.",20,3,21,18,62,"With about 36.9% sidewalk and no visible roadway, the image shows a wide, continuous sidewalk that comfortably accommodates multiple pedestrians, though some street furniture slightly narrows space. The 53.5% building facades provide strong enclosure and active frontage, but minimal trees/grass (about 1.1% trees, 0% grass) and limited greenery reduce visual comfort despite good lighting and urban visibility."
"Philadelphia, Pennsylvania, USA",Market Street,0,12,3000,-75.22057528,39.95943825741099,99.19107619,189.1910761946105,9.191076194610504,idx0012_seg0_pt12_h189.jpg,gsv_sidewalk_250m\idx0012_seg0_pt12_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95943825741099,-75.22057528353018&heading=189.1910761946105",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0012_seg0_pt12_h189.jpg,0.016962891,0.264294434,0.281171875,0.196813965,0.020270996,0.059311523,seg_idx0012_seg0_pt12_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0012_seg0_pt12_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 1.7% building facades, 28.1% roadway, 5.9% sidewalks, 19.7% trees, 2.0% grass, and 26.4% sky.",18,21,6,16,61,"Despite sidewalks making up only about 5.9% of the segmentation, the image shows a wide, unobstructed sidewalk along a parked-car edge, which is good for walking but lacks active frontages. With nearly 22% combined trees/grass and visible mature trees and lawn behind a fence, greenery and visual softness are strong, while minimal building facade (1.7%) and a car-dominated roadway (28.1%) reduce enclosure and overall comfort."
"Philadelphia, Pennsylvania, USA",Market Street,2,18,4500,-75.20511455,39.95755208219886,279.1960731640792,9.196073164079166,189.1960731640792,idx0050_seg2_pt18_h9.jpg,gsv_sidewalk_250m\idx0050_seg2_pt18_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95755208219886,-75.20511455107373&heading=9.196073164079166",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0050_seg2_pt18_h9.jpg,0.226035156,0.257121582,0.352783203,0.029077148,0.008215332,0.114782715,seg_idx0050_seg2_pt18_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0050_seg2_pt18_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 22.6% building facades, 35.3% roadway, 11.5% sidewalks, 2.9% trees, 0.8% grass, and 25.7% sky.",20,10,14,17,61,"Despite sidewalks making up only about 11.5% of the segmentation, the image shows a wide, new, unobstructed sidewalk with curb ramps and some pedestrian activity, though the opposite side of the street is weak. Greenery is modest (about 2.9% trees and 0.8% grass) but present in planters and a few street trees; enclosure comes mainly from the single tall, modern building (22.6% facades) facing a more open, car-oriented roadway (35.3% roadway), which slightly reduces comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,42,10500,-75.15397267,39.949633688613126,99.13401279152652,189.1340127915265,9.134012791526516,idx0122_seg0_pt42_h189.jpg,gsv_sidewalk_250m\idx0122_seg0_pt42_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.949633688613126,-75.15397266865546&heading=189.1340127915265",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0122_seg0_pt42_h189.jpg,0.360537109,0.126499023,0.385410156,0.034448242,0,0.061713867,seg_idx0122_seg0_pt42_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0122_seg0_pt42_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 36.1% building facades, 38.5% roadway, 6.2% sidewalks, 3.4% trees, 0.0% grass, and 12.6% sky.",17,10,19,15,61,"Although sidewalks only occupy about 6.2% of the segmentation, the image shows continuous, reasonably wide sidewalks on both sides with active storefronts, but they are close to a fairly wide 38.5% roadway. Greenery is modest with a few street trees (3.4% trees) providing some shade, while solid mid-rise building facades (36.1%) create good enclosure but the car-dominated carriageway and limited buffer reduce overall comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,6,1500,-75.19888899,39.95367070985312,279.1427518801167,9.142751880116691,189.1427518801167,idx0134_seg0_pt6_h9.jpg,gsv_sidewalk_250m\idx0134_seg0_pt6_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95367070985312,-75.1988889866894&heading=9.142751880116691",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0134_seg0_pt6_h9.jpg,0.183640137,0.221481934,0.38423584,0.112114258,0.002272949,0.025070801,seg_idx0134_seg0_pt6_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0134_seg0_pt6_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 18.4% building facades, 38.4% roadway, 2.5% sidewalks, 11.2% trees, 0.2% grass, and 22.1% sky.",15,17,16,13,61,"Despite sidewalks being only about 2.5% of the segmentation, the image shows continuous, reasonably wide sidewalks with curbs and some street furniture, but they are adjacent to a busy multi-lane roadway (38.4% roadway) which reduces comfort. Green trees (11.2% trees) provide shade and soften the space, while mid-rise historic and modern buildings (18.4% facades) give moderate enclosure, though heavy car presence and a large intersection lower perceived safety for pedestrians."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,12,3000,-75.212192,39.95531261403011,279.4635722098834,9.46357221,189.4635722098834,idx0140_seg0_pt12_h9.jpg,gsv_sidewalk_250m\idx0140_seg0_pt12_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95531261403011,-75.21219199573513&heading=9.46357220988341",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0140_seg0_pt12_h9.jpg,0.242878418,0.120178223,0.083625488,0.188674316,0.007487793,0.015458984,seg_idx0140_seg0_pt12_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0140_seg0_pt12_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 24.3% building facades, 8.4% roadway, 1.5% sidewalks, 18.9% trees, 0.7% grass, and 12.0% sky.",13,16,17,15,61,"Despite the low 1.5% sidewalk share, the image shows a continuous, reasonably wide sidewalk partly blocked by parked cars but still walkable. Around 19% trees and some grass provide moderate greenery and shade, while the mid-rise building frontage (24.3% facades) gives fair enclosure; light traffic (8.4% roadway) and good visibility support a moderate sense of comfort and safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,5,1250,-75.15387944,39.94806177,279.0758349802573,9.075834980257357,189.07583498025733,idx0163_seg3_pt5_h9.jpg,gsv_sidewalk_250m\idx0163_seg3_pt5_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9480617706057,-75.15387943754448&heading=9.075834980257357",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0163_seg3_pt5_h9.jpg,0.546789551,0,0.192810059,0.009963379,0,0.167705078,seg_idx0163_seg3_pt5_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0163_seg3_pt5_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 54.7% building facades, 19.3% roadway, 16.8% sidewalks, 1.0% trees, 0.0% grass, and 0.0% sky.",18,5,21,17,61,"With about 16.8% sidewalks, the image shows a continuous, reasonably wide sidewalk with active storefronts and street furniture, though tree pits and poles slightly narrow the path. The high 54.7% building facades create a strong, well-maintained street wall, but limited greenery (1.0% trees, no grass) and a noticeable 19.3% roadway keep comfort and perceived safety at a moderate rather than high level."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,7,1750,-75.15831342,39.94861099393741,279.21506405053526,9.215064051,189.2150640505353,idx0165_seg3_pt7_h9.jpg,gsv_sidewalk_250m\idx0165_seg3_pt7_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.94861099393741,-75.15831341536723&heading=9.21506405053526",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0165_seg3_pt7_h9.jpg,0.59578125,0,0.177001953,0.037026367,0,0.175610352,seg_idx0165_seg3_pt7_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0165_seg3_pt7_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 59.6% building facades, 17.7% roadway, 17.6% sidewalks, 3.7% trees, 0.0% grass, and 0.0% sky.",18,6,20,17,61,"With about 17.6% sidewalks, the image shows a wide, unobstructed paved sidewalk along a calm-looking roadway (17.7% roadway), supporting decent walkability and perceived safety. High building coverage (59.6%) from a well-maintained fa莽ade creates strong enclosure, while limited tree presence (3.7%) offers only modest greenery and shade."
"Philadelphia, Pennsylvania, USA",Market Street,0,7,1750,-75.23166026,39.960812048434285,99.17839955196716,189.1783995519672,9.178399551967177,idx0007_seg0_pt7_h189.jpg,gsv_sidewalk_250m\idx0007_seg0_pt7_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.960812048434285,-75.2316602609749&heading=189.1783995519672",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0007_seg0_pt7_h189.jpg,0.146313477,0.242192383,0.269873047,0.128615723,0,0.02295166,seg_idx0007_seg0_pt7_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0007_seg0_pt7_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 14.6% building facades, 27.0% roadway, 2.3% sidewalks, 12.9% trees, 0.0% grass, and 24.2% sky.",14,13,18,15,60,"Despite the low 2.3% sidewalk share, the image shows a continuous but somewhat narrow sidewalk partly blocked by parked cars and steps, which limits walkability. Moderate greenery (12.9% trees) and a well-defined rowhouse street wall (14.6% buildings) create enclosure and some comfort, but the sizable roadway area (27.0%) and on-street parking reduce perceived safety and pedestrian priority."
"Philadelphia, Pennsylvania, USA",Market Street,0,8,2000,-75.22944323,39.96053747535183,99.18003245239584,189.18003245239584,9.180032452395835,idx0008_seg0_pt8_h189.jpg,gsv_sidewalk_250m\idx0008_seg0_pt8_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96053747535183,-75.22944322686023&heading=189.18003245239584",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0008_seg0_pt8_h189.jpg,0.191918945,0.24666748,0.187160645,0.091611328,0,0.045283203,seg_idx0008_seg0_pt8_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0008_seg0_pt8_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 19.2% building facades, 18.7% roadway, 4.5% sidewalks, 9.2% trees, 0.0% grass, and 24.7% sky.",16,13,17,14,60,"Despite sidewalks making up only about 4.5% of the segmentation, the image shows a continuous, reasonably wide paved sidewalk with some clutter from parked cars and a cart. Around 9.2% trees and no grass still translate visually into a modest but pleasant street-tree presence, while mid-rise attached buildings (about 19.2% facade) provide decent enclosure, though shuttered storefronts, visible cars on an 18.7% roadway, and limited active frontage slightly reduce comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,1,9,2250,-75.23203257,39.96092195063379,279.1803159,9.180315851,189.1803159,idx0025_seg1_pt9_h9.jpg,gsv_sidewalk_250m\idx0025_seg1_pt9_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96092195063379,-75.23203256686189&heading=9.18031585138499",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0025_seg1_pt9_h9.jpg,0.09345459,0.200849609,0.246386719,0.234289551,0,0.022590332,seg_idx0025_seg1_pt9_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0025_seg1_pt9_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 9.3% building facades, 24.6% roadway, 2.3% sidewalks, 23.4% trees, 0.0% grass, and 20.1% sky.",15,20,11,14,60,"Despite the low 2.3% sidewalk share, the image shows a continuous, reasonably wide sidewalk partly blocked by parked cars but still walkable. High tree coverage (23.4% trees) and visible planting provide good greenery and shade, while limited building facade area (9.3%) and a car-dominated roadway (24.6%) reduce enclosure and overall pedestrian comfort, though the calm, daylight setting keeps it moderately comfortable."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,21,5250,-75.20052513,39.95541308838689,99.30987154,189.3098715437477,9.309871543747704,idx0101_seg0_pt21_h189.jpg,gsv_sidewalk_250m\idx0101_seg0_pt21_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95541308838689,-75.20052512791155&heading=189.3098715437477",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0101_seg0_pt21_h189.jpg,0.322460938,0.116738281,0.37045166,0.117119141,0,0.056408691,seg_idx0101_seg0_pt21_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0101_seg0_pt21_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 32.2% building facades, 37.0% roadway, 5.6% sidewalks, 11.7% trees, 0.0% grass, and 11.7% sky.",17,10,18,15,60,"Despite sidewalks making up only about 5.6% of the segmentation, the image shows a wide, continuous paved sidewalk with ramps but few pedestrian amenities and some driveway conflicts. Greenery is limited to one street tree and low shrubs (11.7% trees, 0% grass), while substantial building facades (32.2%) provide solid enclosure; however, the large roadway share (37%) and visible service driveway and parking reduce overall comfort and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,2,11,2750,-75.18959636,39.95562576344548,279.0745242,9.074524234314993,189.0745242,idx0043_seg2_pt11_h9.jpg,gsv_sidewalk_250m\idx0043_seg2_pt11_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95562576344548,-75.18959635979697&heading=9.074524234314993",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0043_seg2_pt11_h9.jpg,0.222260742,0.235397949,0.346928711,0.008789063,0.003051758,0.08809082,seg_idx0043_seg2_pt11_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0043_seg2_pt11_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 22.2% building facades, 34.7% roadway, 8.8% sidewalks, 0.9% trees, 0.3% grass, and 23.5% sky.",18,8,17,16,59,"Despite sidewalks making up only about 8.8% of the segmentation, the image shows wide, continuous, well-marked pedestrian space with a clear crosswalk and curb ramps, though traffic presence is strong. Greenery is limited (0.9% trees, 0.3% grass) but present in small street trees, while mid-rise, well-maintained buildings (22.2% facades) provide moderate enclosure and a generally safe, urban feel at a busy signalized intersection."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,12,3000,-75.22047456,39.95790031277268,99.19726070183458,189.19726070183447,9.197260702,idx0092_seg0_pt12_h189.jpg,gsv_sidewalk_250m\idx0092_seg0_pt12_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95790031277268,-75.2204745623798&heading=189.19726070183455",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0092_seg0_pt12_h189.jpg,0.235908203,0.267414551,0.282966309,0,0,0.010891113,seg_idx0092_seg0_pt12_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0092_seg0_pt12_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 23.6% building facades, 28.3% roadway, 1.1% sidewalks, 0.0% trees, 0.0% grass, and 26.7% sky.",18,6,20,15,59,"Despite the low 1.1% sidewalk segmentation, the image shows a continuous, reasonably wide sidewalk with stoops and some obstructions from parked cars, making it moderately walkable. With 23.6% building facades forming a strong, well-maintained residential street wall but 28.3% roadway and minimal modeled trees/grass, enclosure and basic comfort are good, though greenery and separation from traffic are limited."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,32,8000,-75.17614133,39.952384017454776,98.93001283118356,188.93001283118355,8.930012831183546,idx0112_seg0_pt32_h189.jpg,gsv_sidewalk_250m\idx0112_seg0_pt32_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.952384017454776,-75.17614132902166&heading=188.93001283118355",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0112_seg0_pt32_h189.jpg,0.502028809,0.024301758,0.175041504,0.000471191,0.000529785,0.246362305,seg_idx0112_seg0_pt32_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0112_seg0_pt32_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 50.2% building facades, 17.5% roadway, 24.6% sidewalks, 0.0% trees, 0.1% grass, and 2.4% sky.",18,3,21,17,59,"With about 24.6% sidewalks, the image shows wide, continuous, unobstructed pavements and curb ramps, though steps at the building entrance limit accessibility. Despite 0% trees and 0.1% grass in the segmentation, there are only a few small planters, while strong building enclosure (50.2% facades) and relatively modest roadway share (17.5%) create an urban but somewhat hard and low鈥慻reenery environment that feels reasonably safe and comfortable."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,34,8500,-75.17170557,39.95184386949126,99.22262576930764,189.22262576930763,9.222625769307626,idx0114_seg0_pt34_h189.jpg,gsv_sidewalk_250m\idx0114_seg0_pt34_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95184386949126,-75.17170556514358&heading=189.22262576930763",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0114_seg0_pt34_h189.jpg,0.559296875,0.000197754,0.215620117,8.7890625e-05,0,0.125705566,seg_idx0114_seg0_pt34_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0114_seg0_pt34_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 55.9% building facades, 21.6% roadway, 12.6% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",19,0,22,18,59,"With about 12.6% sidewalks, the image shows a wide, continuous, unobstructed sidewalk and active storefront entrance, supporting good walkability despite the roadway share. The 55.9% building facades form a strong, well-maintained urban enclosure, but the complete lack of trees/grass and visible greenery reduces comfort, even though the street appears clean, well-lit, and not overly traffic-dominated."
"Philadelphia, Pennsylvania, USA",Chestnut Street,0,37,9250,-75.16505567,39.95101480344192,99.22043356596409,189.22043356596407,9.220433565964072,idx0117_seg0_pt37_h189.jpg,gsv_sidewalk_250m\idx0117_seg0_pt37_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95101480344192,-75.16505567419307&heading=189.22043356596407",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0117_seg0_pt37_h189.jpg,0.576496582,0,0.090195313,0,0,0.182592773,seg_idx0117_seg0_pt37_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0117_seg0_pt37_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 57.6% building facades, 9.0% roadway, 18.3% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",19,2,21,17,59,"With about 18% of the scene as sidewalk, the image shows a wide, continuous, unobstructed walkway with street lighting, but little dedicated pedestrian amenity beyond basic paving. The high 57.6% building coverage and intact facades create strong enclosure and active frontage, while the 0% trees/grass and visible roadway and cyclist indicate a hard, somewhat traffic-exposed environment with minimal greenery and moderate comfort."
"Philadelphia, Pennsylvania, USA",Market Street,0,5,1250,-75.23609431,39.96136129130775,99.17945702124956,189.1794570212496,9.179457021,idx0005_seg0_pt5_h189.jpg,gsv_sidewalk_250m\idx0005_seg0_pt5_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.96136129130775,-75.23609430803162&heading=189.1794570212496",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0005_seg0_pt5_h189.jpg,0.173706055,0.277460938,0.262641602,0.082822266,0,0.05486084,seg_idx0005_seg0_pt5_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0005_seg0_pt5_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 17.4% building facades, 26.3% roadway, 5.5% sidewalks, 8.3% trees, 0.0% grass, and 27.7% sky.",18,10,14,16,58,"Despite sidewalks being only about 5.5% of the pixels, the image shows continuous, reasonably wide, unobstructed sidewalks with curb ramps, though a parked car and lack of active frontage limit walkability. Around 8.3% trees and no grass translate into some street trees but modest greenery, while low-to-midrise buildings (17.4% facade) and a fairly wide 26.3% roadway create moderate enclosure and comfort but a somewhat car-oriented feel."
"Philadelphia, Pennsylvania, USA",Market Street,0,15,3750,-75.21392443,39.95861331969309,99.19109581,189.1910958051709,9.191095805170905,idx0015_seg0_pt15_h189.jpg,gsv_sidewalk_250m\idx0015_seg0_pt15_h189.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95861331969309,-75.21392443409172&heading=189.1910958051709",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0015_seg0_pt15_h189.jpg,0.144973145,0.258588867,0.382307129,0.035268555,0.012695313,0.061748047,seg_idx0015_seg0_pt15_h189.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0015_seg0_pt15_h189.jpg,"According to a semantic segmentation model, this street-view image contains approximately 14.5% building facades, 38.2% roadway, 6.2% sidewalks, 3.5% trees, 1.3% grass, and 25.9% sky.",18,10,14,16,58,"Despite sidewalks being only about 6.2% of the segmentation, the image shows wide, continuous walks with curb ramps and crosswalks near a transit station, supporting decent walkability. Limited trees/grass (3.5% and 1.3%) and a high share of roadway (38.2%) reduce greenery and comfort, while moderate building frontage (14.5%) and active uses provide some enclosure and perceived safety."
"Philadelphia, Pennsylvania, USA",Market Street,2,6,1500,-75.17851552,39.95423437135965,279.5141546805347,9.514154680534716,189.51415468053472,idx0038_seg2_pt6_h10.jpg,gsv_sidewalk_250m\idx0038_seg2_pt6_h10.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95423437135965,-75.17851551621916&heading=9.514154680534716",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0038_seg2_pt6_h10.jpg,0.50057373,0.009416504,0.148959961,0.01675293,0,0.100070801,seg_idx0038_seg2_pt6_h10.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0038_seg2_pt6_h10.jpg,"According to a semantic segmentation model, this street-view image contains approximately 50.1% building facades, 14.9% roadway, 10.0% sidewalks, 1.7% trees, 0.0% grass, and 0.9% sky.",18,6,19,15,58,"With about 10% of the image as sidewalk, the photo shows a wide, unobstructed, well-paved walkway along a major building frontage, though it feels somewhat utilitarian. Roughly 50% building facades create strong enclosure and active frontage, but limited greenery (about 1.7% trees, no grass) and a visible traffic lane reduce overall comfort and perceived safety despite good lighting and clear sightlines."
"Philadelphia, Pennsylvania, USA",Walnut Street,0,9,2250,-75.20553967,39.95449591480395,279.1989234644415,9.198923464,189.19892346444152,idx0137_seg0_pt9_h9.jpg,gsv_sidewalk_250m\idx0137_seg0_pt9_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95449591480395,-75.20553966562612&heading=9.19892346444152",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0137_seg0_pt9_h9.jpg,0.368896484,0.146472168,0.323391113,0.016547852,0,0.03904541,seg_idx0137_seg0_pt9_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0137_seg0_pt9_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 36.9% building facades, 32.3% roadway, 3.9% sidewalks, 1.7% trees, 0.0% grass, and 14.6% sky.",16,10,18,14,58,"Despite sidewalks making up only about 3.9% of the segmentation, the image shows a continuous, reasonably wide sidewalk with active building edges, though it is close to a busy 32.3% roadway. Limited trees (1.7%) and no grass reduce greenery and comfort, but solid, well-maintained building facades (36.9%) and some planting and shade trees provide moderate enclosure and perceived safety."
"Philadelphia, Pennsylvania, USA",Walnut Street,3,13,3250,-75.17161147,39.95027512,279.1994968593305,9.199496859330509,189.1994968593305,idx0171_seg3_pt13_h9.jpg,gsv_sidewalk_250m\idx0171_seg3_pt13_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.9502751190716,-75.17161147006787&heading=9.199496859330509",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0171_seg3_pt13_h9.jpg,0.554226074,0,0,0,0,0.36996582,seg_idx0171_seg3_pt13_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0171_seg3_pt13_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 55.4% building facades, 0.0% roadway, 37.0% sidewalks, 0.0% trees, 0.0% grass, and 0.0% sky.",18,3,20,17,58,"With about 37% of the scene as sidewalk, the image shows a wide, well-paved plaza-like sidewalk, though a central obstruction slightly hinders walkability. Roughly 55% building facade creates strong enclosure and an orderly entrance, but the near-absence of trees/grass and the hard, corporate character limit greenery and overall comfort despite low visible roadway presence."
"Philadelphia, Pennsylvania, USA",Market Street,2,17,4250,-75.20289761,39.95727706290625,279.1930023005371,9.193002300537104,189.1930023005371,idx0049_seg2_pt17_h9.jpg,gsv_sidewalk_250m\idx0049_seg2_pt17_h9.jpg,200,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=39.95727706290625,-75.2028976082705&heading=9.193002300537104",street_samples_250m_after_seg\gsv_sidewalk_250m\idx0049_seg2_pt17_h9.jpg,0.299333496,0.188654785,0.287263184,0.054973145,8.7890625e-05,0.018479004,seg_idx0049_seg2_pt17_h9.jpg,/content/drive/MyDrive/Colab_Notebooks/final/street_samples_250m/gsv_sidewalk_250m_segvis/seg_idx0049_seg2_pt17_h9.jpg,"According to a semantic segmentation model, this street-view image contains approximately 29.9% building facades, 28.7% roadway, 1.8% sidewalks, 5.5% trees, 0.0% grass, and 18.9% sky.",15,10,18,14,57,"Despite only 1.8% sidewalk in the segmentation, the image shows a continuous but moderately narrow sidewalk partly constrained by parked cars, with basic street furniture and storefronts. Around 5.5% trees and no grass translate into a few small street trees providing limited shade, while the substantial 29.9% building facades create decent enclosure but the 28.7% roadway and visible on-street parking reduce overall comfort and perceived safety for pedestrians."
